贴文ID,作者名字,认证状态,粉丝数,转评赞数,微博内容,话题名称,视频标题
NBO4W2HZy,大川成长价值投资,True,149148,563611,玻璃大王曹德旺谈A股市场：投资者逼着上市公司讲故事。 大川：a股投资者的思维理念还是赌的看股价的居多，不仅是散户，其他基金经理、券商经理、金融体系人、管理层水平也都不行，目前整体均处于发展初期。 http://t.cn/A6j2seGA ,,大川成长价值投资的微博视频
NFuedrXEm,老高电商圈子,True,3007406,16033156,主持人：你想做行业老大吗？曹德旺：坦白说我已经是了 http://t.cn/A6YZGww3 ,,老高电商圈子的微博视频
NkiWY34L0,娱乐壹姐,True,123523,1471929,曹老板人设为何崩了？#曹德旺 #特斯拉 #马斯克 #创业 #人性 http://t.cn/A6OjBz5v ,曹德旺 /马斯克 ,百川爱中华的微博视频
MzdJYl4y0,金融界网站,True,3547927,150386,【曹德旺：福耀科技大学对标斯坦福大学，录取分数对标中国前五】3月25日，福耀集团董事长曹德旺在央视《对话》节目中称，新建的福耀科技大学对标的是美国斯坦福大学。他表示，招生不会放低标准，会对标中国前五名大学分数，还要多一条，我要面试。因为我是私人赞助的大学，平均一个人要贴五万元。我多 ,,金融界网站的微博视频
MyX9PEC0N,财经网,True,40609815,319366438,#对话老友记#【#曹德旺称要培养能务实走向社会的学生#】3月25日，福耀玻璃集团董事长曹德旺做客央视财经《对话》节目。谈及出资创办福耀科技大学，曹德旺表示：“学生去送外卖，不去就业，跟他在大学没有学到东西有一定的关系。我不去当校长，不管他们，但是我会跟校长们讲，你们凭良心做，你们要把学 ,对话老友记/曹德旺称要培养能务实走向社会的学生,财经网的微博视频
Mq6VPa3Sl,老王谈改革,True,174440,1138239,曹德旺一针见血：中美之间不是贸易问题，而是被美国搞成了意识形态和政治问题。回头看，自美方2018年1月川普国情咨文将中国界定为“战略竞争对手”以后，就是从战略打压的角度处理中美贸易了。现在，看不到改变的迹象。 http://t.cn/A69Yglxg ,,诸子百家之一的微博视频
Owx9BwcSy,跨通社,True,112708,1611006,曹德旺：未来十年会很辛苦，要正确面对现实，不要盲目乐观，我已经做好过冬的准备，与社会共渡难关。 http://t.cn/A6R35EpC ,,跨通社的微博视频
MnE2nrh8e,科工力量,True,2472733,3902226,#曹德旺称2023年才是真正考验企业的时刻# 不会死就是难受点  1月7日，央视采访福耀玻璃集团董事长曹德旺。谈及2023年，他称：活下去是硬道理，今年企业不会死，就是难受点。曹德旺说“我呼吁企业界的所有人，要积极勇敢的面对。要注意到2023年才是真正考验我们的时刻。http://t.cn/A69Zvbq2 ,曹德旺称2023年才是真正考验企业的时刻,五环短视频的微博视频
OhMvkkc0I,周思CIO,True,928783,4609919,曹德旺花100亿筹建的大学，校长是聘请了国内知名校长王树国，以培养高级技工人才和工程师为目的，但教育部审核没有通过。传说原因是大学的名字没有通过审批！ http://t.cn/A6HBv1QG ,,周思CIO的微博视频
NoKC2kGYS,澎湃新闻,True,32643981,572567791,【#曹德旺称福耀科技大学争取明年开始招生# ，招生要求会很高】#曹德旺称福耀科技大学招生要求会很高# 10月19日，福耀集团创始人曹德旺在《星空下的对话》节目中透露，福耀科技大学现在已经在内装修了，自己十一假期都泡在工地上。学校争取明年开始招生，招生要求会很高。 http://t.cn/A6WGj5Dv ,曹德旺称福耀科技大学争取明年开始招生/曹德旺称福耀科技大学招生要求会很高,澎湃新闻的微博视频
OlNZjcvdn,风闻社区,True,2513110,32034676,曹德旺谈中美贸易：家国观念和贸易互补并不矛盾，可以双赢。http://t.cn/A6QlYJQX ,,观察者网微丢视频的微博视频
NdWQ6Cgga,随笔视频,True,930804,21055510,曹德旺：千万别考公务员，一点意思都没有。 http://t.cn/A60mzn1V ,,随笔观澜的微博视频
Myq0LeCXv,上海滩蚂蚁哥,True,657718,11975517,打工人打工魂，搬砖才是人上人！新西兰搬砖是一种什么样的体验？曹德旺：禁止这些视频，不利于年轻人奋斗！ http://t.cn/A6C1fljH ,,上海滩蚂蚁哥的微博视频
NuCOhvDSu,-奶熊奶熊-,True,43057,356317,#48岁教授说年轻人不加班是社会的进步#福耀玻璃工业集团创始人曹德旺：现在的年轻人不喜欢加班也不需要加班，这才是时代的一大进步！ http://t.cn/A6WF9NrJ ,48岁教授说年轻人不加班是社会的进步,#NAME?
OiwTtb3dR,Archer__久遇,True,190414,3687342,曹德旺始终想不明白，福耀大学连续两年审批不通过 曹德旺耗费100亿，花了三年时间创办的福耀科技大学，连续两年未通过审批。 他还聘请爱国校长王树国，本来想给国家培养科技人才，没想到审批都没过，招生计划也黄了。 http://t.cn/A6Hsux8z ,,小沫很帅彡的微博视频
OBxTGaSGy,执著的老宋,True,689133,1988095,曹德旺:中国外贸订单下降40%的真正原因   #敦促美方立即停止全球范围内网络攻击# http://t.cn/A6E3cqNx ,敦促美方立即停止全球范围内网络攻击,执著的老宋的微博视频
MzXzpsIM4,透视频,True,32014,493872,【@司马南：餐桌上听人讲曹德旺有钱不赚】当年地方政府缺钱，跟曹德旺借，据说数很大，十几个亿吧。曹德旺说，借钱可以啊，你们怎么还我呢？领导说，高速公路收费，5年之内都是你的......曹德旺只收了两年的钱，就不再收了，已然回本，即刻打住。曹说我不占政府的便宜，后三年让政府去收钱吧。 ,曹德旺回应为何捐100亿造大学,透视频的微博视频
MvWeimhJt,王赟,True,384186,22263853,曹德旺：我的目标是要把福耀科技大学办成最具竞争力最有名望的大学！#企业家精神##正能量# http://t.cn/A6CXnBVK ,企业家精神/正能量,王赟的微博视频
MopiOA4fW,中新经纬,True,15010801,152552983,【#曹德旺捐了100亿元建大学##曹德旺称要请名师当校长教学生#[赞]】新的一年，企业家们将如何助力中国经济复苏？福耀集团董事长曹德旺表示：“我现在捐了100亿元建一所大学，我要找名师当校长，请名师教我的学生，把它变成世界一流的名校，这才是我的志向。我们的大学要针对社会需求的转型来培养人才。 ,曹德旺捐了100亿元建大学/曹德旺称要请名师当校长教学生/曹德旺捐100亿元建世界一流名校,央视财经的微博视频
OofTFoI4m,涨涨看市,True,244578,4223660,曹德旺：我要办一所独一无二的大学为祖国培养人才。 http://t.cn/A68ZtUTD ,,涨涨看市的微博视频
OgMPO5WjY,不会讲故事的叶子,True,389475,29110003,曹德旺 #热门话题创作激励计划#?   http://t.cn/A6HYnJwW ,热门话题创作激励计划,不会讲故事的叶子的微博视频
Nlz30lGV7,笔默君,True,3331592,20141621,曹德旺和董明珠之前就曾这样评论过许家印 http://t.cn/A6O3lSGX ,,笔默君的微博视频
NxqHM9ijV,匈牙利投资人瞿磊,True,194941,1416897,曹德旺：“如果你一天能赚2万到3万元，你会发现靠努力赚不了大钱，只能赚温饱。赚大钱靠脑子和眼光，还有机会。” http://t.cn/A6OX5M6J ,,匈牙利投资人瞿磊的微博视频
Mq3Nq55n2,语言学人,True,647644,740605,曹德旺随行翻译，实力抢镜 #新星v计划# http://t.cn/A69YSjuf ,新星v计划,语言学人的微博视频
MyCqKBnwb,科工力量,True,2472733,3902226,【#曹德旺称100亿建大学不是沽名钓誉# 要把钱看淡跟大家共享】近日，《君品谈》采访曹德旺。他回应花100多亿元建大学称“在我手上是100多亿，我应该还给国家拿去办一件有意义的事情。这不是沽名钓誉，这里捐几块那里捐几块。想告诉年轻人钱不是万能的，没有钱肯定没有饭吃。但解决了温饱以后，要把钱看 ,曹德旺称100亿建大学不是沽名钓誉,五环短视频的微博视频
Nh0kUhHvA,老外真奇妙,False,113980,464122,曹德旺说美国的明星不带货 http://t.cn/A6Ob8BpP ,,趣味内涵酱的微博视频
MpkEP97tm,电商行业,True,2904412,8877031,曹德旺：卖玻璃不丢人，没有下等的职业，只有下等的人。 http://t.cn/A69p0ghn ,,电商行业的微博视频
Ods243jMl,君品谈,True,518294,217110,【#摆摊竟然蕴含这么多经济学理论#】 #林毅夫称赞宗庆后曹德旺等企业家# 在林毅夫的视野里，企业家的定义超越了传统商界领袖的范畴。在一次非洲考察中，林毅夫院长意外被莫桑比克集市卖芒果的小姑娘触动。尽管她们年纪尚轻，却凭借敏锐的洞察力，捕捉到了市场对芒果的渴望，并巧妙地利用家庭资源来满足 ,摆摊竟然蕴含这么多经济学理论/林毅夫称赞宗庆后曹德旺等企业家/君品谈,凤凰网视频的微博视频
P9najzatG,历史这些事啊,True,161236,4794844,昨天玻璃大王曹德旺参加圆桌会，称投身教育办大学三年没去公司，今天福耀科技大学就获批了，希望能够早日招生！ http://t.cn/A6u3b0C3 ,,历史这些事啊的微博视频
Mz1zx8zoX,老板联播,True,6092724,154998767,【#曹德旺称把钱还给社会证明创业不为钱#：要向国外优秀企业家学习】在央视财经的《对话》老友记节目上，福耀集团创始人、董事长曹德旺称自己退休后要把钱还给社会。他表示企业家一生中有三个角色，年轻时勤学苦修，中年时艰苦创业，晚年时要向国外优秀企业家学习，把钱还给社会以证明自己当初努力不是 ,曹德旺称把钱还给社会证明创业不为钱/曹德旺称大学生送外卖和没学到东西有关,老板联播的微博视频
Mz1IFihUj,蓝鲸新闻,True,5249738,67630942,【#曹德旺称大学生送外卖和没学到东西有关#，#曹德旺称国内大学很轻松混四年毕业#】3月25日在央视财经《对话》老友记节目上，福耀集团创始人、董事长曹德旺称很多大学生毕业后去送外卖、不去就业跟他们在大学里没有学到东西有一定关系。他表示，国内读大学好像比国际上读大学轻松，四年混完就毕业了。  ,曹德旺称大学生送外卖和没学到东西有关/曹德旺称国内大学很轻松混四年毕业,老板联播的微博视频
O75My8yM8,tz-小红帽,True,196398,3243822,#曹德旺# 我学校毕业的学生就是工程师身份。  孩子们的就业前途有希望了！ http://t.cn/A6Tq9DWg ,曹德旺,tz-小红帽的微博视频
My23B9nsP,电商之家,True,479303,2746948,曹德旺：真正的男子汉要做到穷则独善其身，达则兼济天下。我从来没有做过坏事，我为自己感到自豪、感到骄傲！ http://t.cn/A6CmKhP0 ,,电商之家的微博视频
O5G2g3HM5,麒炜投资,True,288070,3139800,#许家印决策并组织实施财务造假#曹德旺一针见血地讲出:恒大地产从辉煌走向失败的原因！做事先做人的道理，想必许家印是深知的。知而不做，知法犯法，最终的宿命只有把牢底坐穿！#曹德旺##许家印已被依法采取强制措施# http://t.cn/A6T7KY0o ,许家印决策并组织实施财务造假/曹德旺/许家印已被依法采取强制措施,麒炜投资的微博视频
NehbVkxKC,新浪财经,True,24976702,254780044,【#曹德旺的福耀科技大学领导班子定了#，#中科院院士梅宏任福耀科技大学校长#】福耀科技大学（筹）第一届理事会第一次会议近日召开，并选举出新的领导班子：曹德旺当选理事长，王恩哥当选副理事长，聘任张福利为秘书长，中国科学院梅宏院士为福州市福耀高等研究院/福耀科技大学（筹）校长。曹德旺认为 ,曹德旺的福耀科技大学领导班子定了/中科院院士梅宏任福耀科技大学校长,老板联播的微博视频
MzyGH49hI,韦观Johnny,True,1378755,9506423,福耀公司年会上，员工舞台上唱了首歌竟让曹德旺大惊失色连忙叫停。#人间阅读# http://t.cn/A6CszCqw ,人间阅读,韦观Leo的微博视频
OxqU2a7zp,是你翠姐,True,34384,131718,曹德旺饭局私照流出，撕开富豪圈的遮羞布，你以为的人脉都是假的！ http://t.cn/A6Rs1OBE ,,是你翠姐的微博视频
MyzdqAzsR,君品谈,True,518294,217110,【君品谈对话曹德旺：要集中力量做一件国家最需要的事】“穷不倒志，富不癫狂，心若菩提，向善而生。”这十六个字写出他的人生写照，放眼中国，做慈善的富豪，很多；可如他一般捐出大半家产的，极少。百亿富翁、玻璃大王、中国首善是人们赋予他的头衔。他被捧上商界神坛，却向善于人世间。在重重标签之 ,君品谈,君品谈的微博视频
OFNTBbtzc,跨境必读,True,671856,1220410,曹德旺：几十年经商，我一不走私二不偷税，全是实实在在积累的财富，不怕被别人说，就这么张扬。 http://t.cn/A6nQUSSo ,,跨境必读的微博视频
MuGS2tYyN,史小煮,True,1105302,9315383,王健林：有捐钱的本事，不如给员工涨工资。 曹德旺：绝不能给工人涨工资！ http://t.cn/A6CcLx55 ,,史小煮的微博视频
O4kS7e0fs,穷蹲坑,True,238419,1252114,宗庆后说卖水不赚钱，曹德旺直接开怼。不过现在证明曹德旺没说错。 http://t.cn/A6YrnP9h ,,穷蹲坑的微博视频
OlJXHy0kf,观察者网,True,20064055,425078042,#曹德旺谈中美贸易#：家国观念和贸易互补并不矛盾，可以双赢。http://t.cn/A6QlYJQX ,曹德旺谈中美贸易,观察者网微丢视频的微博视频
OkvEvAj1l,电商行业,True,2904412,8877031,曹德旺：为什么我在公共场合那么敢讲？因为我是下等人，直来直去，胡说八道。 http://t.cn/A6QJUYnA ,,电商行业的微博视频
Odu9N7ndO,凤凰网,True,21987155,195427332,【#摆摊竟然蕴含这么多经济学理论#】 #林毅夫称赞宗庆后曹德旺等企业家# 著名经济学家林毅夫在一次非洲考察中，意外地被莫桑比克集市外几个摆地摊卖芒果的小姑娘所触动，“这些小姑娘是非常好的企业家”——发现市场机遇、组织资源、提供服务，并在过程中承担风险。林毅夫提到，作为中国企业家宗庆后、 ,摆摊竟然蕴含这么多经济学理论/林毅夫称赞宗庆后曹德旺等企业家/君品谈,凤凰网视频的微博视频
